GDP pc 2011 prices;Afghanistan;Angola;Albania;United Arab Emirates;Argentina;Armenia;Australia;Austria;Azerbaijan;Burundi;Belgium;Benin;Burkina Faso;Bangladesh;Bulgaria;Bahrain;Bosnia and Herzegovina;Belarus;Bolivia (Plurinational State of);Brazil;Barbados;Botswana;Central African Republic;Canada;Switzerland;Chile;China;Côte d'Ivoire;Cameroon;D.R. of the Congo;Congo;Colombia;Comoros;Cabo Verde;Costa Rica;Czechoslovakia;Cuba;Cyprus;Czech Republic;Germany;Djibouti;Dominica;Denmark;Dominican Republic;Algeria;Ecuador;Egypt;Spain;Estonia;Ethiopia;Finland;France;Gabon;United Kingdom;Georgia;Ghana;Guinea;Gambia;Guinea-Bissau;Equatorial Guinea;Greece;Guatemala;China, Hong Kong SAR;Honduras;Croatia;Haiti;Hungary;Indonesia;India;Ireland;Iran (Islamic Republic of);Iraq;Iceland;Israel;Italy;Jamaica;Jordan;Japan;Kazakhstan;Kenya;Kyrgyzstan;Cambodia;Republic of Korea;Kuwait;Lao People's DR;Lebanon;Liberia;Libya;Saint Lucia;Sri Lanka;Lesotho;Lithuania;Luxembourg;Latvia;Morocco;Republic of Moldova;Madagascar;Mexico;TFYR of Macedonia;Mali;Malta;Myanmar;Montenegro;Mongolia;Mozambique;Mauritania;Mauritius;Malawi;Malaysia;Namibia;Niger;Nigeria;Nicaragua;Netherlands;Norway;Nepal;New Zealand;Oman;Pakistan;Panama;Peru;Philippines;Poland;Puerto Rico;D.P.R. of Korea;Portugal;Paraguay;State of Palestine;Qatar;Romania;Russian Federation;Rwanda;Saudi Arabia;Sudan (Former);Senegal;Singapore;Sierra Leone;El Salvador;Serbia;Sao Tome and Principe;Former USSR;Slovakia;Slovenia;Sweden;Swaziland;Seychelles;Syrian Arab Republic;Chad;Togo;Thailand;Tajikistan;Turkmenistan;Trinidad and Tobago;Tunisia;Turkey;Taiwan, Province of China;U.R. of Tanzania: Mainland;Uganda;Ukraine;Uruguay;United States;Uzbekistan;Venezuela (Bolivarian Republic of);Viet Nam;Yemen;Former Yugoslavia;South Africa;Zambia;Zimbabwe
year;AFG;AGO;ALB;ARE;ARG;ARM;AUS;AUT;AZE;BDI;BEL;BEN;BFA;BGD;BGR;BHR;BIH;BLR;BOL;BRA;BRB;BWA;CAF;CAN;CHE;CHL;CHN;CIV;CMR;COD;COG;COL;COM;CPV;CRI;CSK;CUB;CYP;CZE;DEU;DJI;DMA;DNK;DOM;DZA;ECU;EGY;ESP;EST;ETH;FIN;FRA;GAB;GBR;GEO;GHA;GIN;GMB;GNB;GNQ;GRC;GTM;HKG;HND;HRV;HTI;HUN;IDN;IND;IRL;IRN;IRQ;ISL;ISR;ITA;JAM;JOR;JPN;KAZ;KEN;KGZ;KHM;KOR;KWT;LAO;LBN;LBR;LBY;LCA;LKA;LSO;LTU;LUX;LVA;MAR;MDA;MDG;MEX;MKD;MLI;MLT;MMR;MNE;MNG;MOZ;MRT;MUS;MWI;MYS;NAM;NER;NGA;NIC;NLD;NOR;NPL;NZL;OMN;PAK;PAN;PER;PHL;POL;PRI;PRK;PRT;PRY;PSE;QAT;ROU;RUS;RWA;SAU;SDN;SEN;SGP;SLE;SLV;SRB;STP;SUN;SVK;SVN;SWE;SWZ;SYC;SYR;TCD;TGO;THA;TJK;TKM;TTO;TUN;TUR;TWN;TZA;UGA;UKR;URY;USA;UZB;VEN;VNM;YEM;YUG;ZAF;ZMB;ZWE
1302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.508 ;; 	1.199 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.379 ;;;;;;;;;;;;;;;;;;;;;;;;;
1303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.541 ;; 	1.249 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.494 ;;;;;;;;;;;;;;;;;;;;;;;;;
1304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.559 ;; 	1.130 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.463 ;;;;;;;;;;;;;;;;;;;;;;;;;
1305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.501 ;;;; 	1.610 ;; 	1.162 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.451 ;;;;;;;;;;;;;;;;;;;;;;;;;
1306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	1.129 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.430 ;;;;;;;;;;;;;;;;;;;;;;;;;
1307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.745 ;; 	1.184 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.419 ;;;;;;;;;;;;;;;;;;;;;;;;;
1308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.779 ;; 	1.199 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.403 ;;;;;;;;;;;;;;;;;;;;;;;;;
1309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.795 ;; 	1.229 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.387 ;;;;;;;;;;;;;;;;;;;;;;;;;
1310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.812 ;; 	1.213 ;;;;;;;;;;;;;;;;;;;;;2857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.360 ;;;;;;;;;;;;;;;;;;;;;;;;;
1311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.795 ;; 	1.257 ;;;;;;;;;;;;;;;;;;;;;2750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.352 ;;;;;;;;;;;;;;;;;;;;;;;;;
1312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.830 ;; 	1.224 ;;;;;;;;;;;;;;;;;;;;;2788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.334 ;;;;;;;;;;;;;;;;;;;;;;;;;
1313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.761 ;; 	1.246 ;;;;;;;;;;;;;;;;;;;;;2788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.301 ;;;;;;;;;;;;;;;;;;;;;;;;;
1314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.745 ;; 	1.247 ;;;;;;;;;;;;;;;;;;;;;2842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.272 ;;;;;;;;;;;;;;;;;;;;;;;;;
1315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.483 ;;;; 	1.694 ;; 	1.121 ;;;;;;;;;;;;;;;;;;;;;2926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.237 ;;;;;;;;;;;;;;;;;;;;;;;;;
1316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	1.072 ;;;;;;;;;;;;;;;;;;;;;2926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.339 ;;;;;;;;;;;;;;;;;;;;;;;;;
1317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.694 ;; 	1.136 ;;;;;;;;;;;;;;;;;;;;;2811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.478 ;;;;;;;;;;;;;;;;;;;;;;;;;
1318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	1.270 ;;;;;;;;;;;;;;;;;;;;;2811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.626 ;;;;;;;;;;;;;;;;;;;;;;;;;
1319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	1.292 ;;;;;;;;;;;;;;;;;;;;;2865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.451 ;;;;;;;;;;;;;;;;;;;;;;;;;
1320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.610 ;; 	1.266 ;;;;;;;;;;;;;;;;;;;;;2788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.305 ;;;;;;;;;;;;;;;;;;;;;;;;;
1321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.610 ;; 	1.085 ;;;;;;;;;;;;;;;;;;;;;2819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.294 ;;;;;;;;;;;;;;;;;;;;;;;;;
1322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.610 ;; 	1.156 ;;;;;;;;;;;;;;;;;;;;;2673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.288 ;;;;;;;;;;;;;;;;;;;;;;;;;
1323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.643 ;; 	1.215 ;;;;;;;;;;;;;;;;;;;;;2588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.301 ;;;;;;;;;;;;;;;;;;;;;;;;;
1324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.659 ;; 	1.122 ;;;;;;;;;;;;;;;;;;;;;2650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.315 ;;;;;;;;;;;;;;;;;;;;;;;;;
1325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.430 ;;;; 	1.728 ;; 	1.230 ;;;;;;;;;;;;;;;;;;;;;2734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.433 ;;;;;;;;;;;;;;;;;;;;;;;;;
1326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.728 ;; 	1.245 ;;;;;;;;;;;;;;;;;;;;;2757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.561 ;;;;;;;;;;;;;;;;;;;;;;;;;
1327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.694 ;; 	1.222 ;;;;;;;;;;;;;;;;;;;;;2688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.729 ;;;;;;;;;;;;;;;;;;;;;;;;;
1328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	1.135 ;;;;;;;;;;;;;;;;;;;;;2619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.918 ;;;;;;;;;;;;;;;;;;;;;;;;;
1329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.643 ;; 	1.193 ;;;;;;;;;;;;;;;;;;;;;2473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	2.040 ;;;;;;;;;;;;;;;;;;;;;;;;;
1330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.610 ;; 	1.161 ;;;;;;;;;;;;;;;;;;;;;2488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.683 ;;;;;;;;;;;;;;;;;;;;;;;;;
1331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.575 ;; 	1.106 ;;;;;;;;;;;;;;;;;;;;;2673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.486 ;;;;;;;;;;;;;;;;;;;;;;;;;
1332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.575 ;; 	1.163 ;;;;;;;;;;;;;;;;;;;;;2742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.439 ;;;;;;;;;;;;;;;;;;;;;;;;;
1333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.592 ;; 	1.197 ;;;;;;;;;;;;;;;;;;;;;2619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.342 ;;;;;;;;;;;;;;;;;;;;;;;;;
1334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	1.156 ;;;;;;;;;;;;;;;;;;;;;2588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.371 ;;;;;;;;;;;;;;;;;;;;;;;;;
1335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.573 ;;;; 	1.694 ;; 	1.107 ;;;;;;;;;;;;;;;;;;;;;2573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.398 ;;;;;;;;;;;;;;;;;;;;;;;;;
1336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	1.159 ;;;;;;;;;;;;;;;;;;;;;2642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.431 ;;;;;;;;;;;;;;;;;;;;;;;;;
1337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.745 ;; 	1.283 ;;;;;;;;;;;;;;;;;;;;;2711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.465 ;;;;;;;;;;;;;;;;;;;;;;;;;
1338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.710 ;; 	1.307 ;;;;;;;;;;;;;;;;;;;;;2665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.495 ;;;;;;;;;;;;;;;;;;;;;;;;;
1339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.694 ;; 	1.066 ;;;;;;;;;;;;;;;;;;;;;2550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.522 ;;;;;;;;;;;;;;;;;;;;;;;;;
1340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	1.194 ;;;;;;;;;;;;;;;;;;;;;2642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.490 ;;;;;;;;;;;;;;;;;;;;;;;;;
1341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	1.205 ;;;;;;;;;;;;;;;;;;;;;2788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.460 ;;;;;;;;;;;;;;;;;;;;;;;;;
1342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.659 ;; 	1.261 ;;;;;;;;;;;;;;;;;;;;;2680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.430 ;;;;;;;;;;;;;;;;;;;;;;;;;
1343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	1.225 ;;;;;;;;;;;;;;;;;;;;;2450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.384 ;;;;;;;;;;;;;;;;;;;;;;;;;
1344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.677 ;; 	1.307 ;;;;;;;;;;;;;;;;;;;;;2450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.344 ;;;;;;;;;;;;;;;;;;;;;;;;;
1345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.608 ;;;; 	1.677 ;; 	1.216 ;;;;;;;;;;;;;;;;;;;;;2511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.299 ;;;;;;;;;;;;;;;;;;;;;;;;;
1346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.728 ;; 	1.155 ;;;;;;;;;;;;;;;;;;;;;2389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.258 ;;;;;;;;;;;;;;;;;;;;;;;;;
1347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.795 ;; 	1.199 ;;;;;;;;;;;;;;;;;;;;;2450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.272 ;;;;;;;;;;;;;;;;;;;;;;;;;
1348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.846 ;; 	1.229 ;;;;;;;;;;;;;;;;;;;;;2673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.405 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.290 ;;;;;;;;;;; 	743 ;;;;;;;;;;;;;;
1349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.846 ;; 	1.154 ;;;;;;;;;;;;;;;;;;;;;2634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.460 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.305 ;;;;;;;;;;;;;;;;;;;;;;;;;
1350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.897 ;; 	1.314 ;;;;;;;;;;;;;;;;;;;;;2972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.631 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.323 ;;;;;;;;;;;;;;;;;;;;;;;;;
1351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.897 ;; 	1.519 ;;;;;;;;;;;;;;;;;;;;;2734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.714 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.275 ;;;;;;;;;;;;;;;;;;;;;;;;;
1352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.881 ;; 	1.574 ;;;;;;;;;;;;;;;;;;;;;2511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.646 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.226 ;;;;;;;;;;;;;;;;;;;;;;;;;
1353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.881 ;; 	1.579 ;;;;;;;;;;;;;;;;;;;;;2634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.654 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.181 ;;;;;;;;;;;;;;;;;;;;;;;;;
1354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.948 ;; 	1.512 ;;;;;;;;;;;;;;;;;;;;;2780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.655 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.149 ;;;;;;;;;;;;;;;;;;;;;;;;;
1355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.465 ;;;; 	1.948 ;; 	1.559 ;;;;;;;;;;;;;;;;;;;;;2842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.683 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.100 ;;;;;;;;;;;;;;;;;;;;;;;;;
1356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.914 ;; 	1.537 ;;;;;;;;;;;;;;;;;;;;;2911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.742 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.074 ;;;;;;;;;;;;;;;;;;;;;;;;;
1357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.897 ;; 	1.567 ;;;;;;;;;;;;;;;;;;;;;2934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.746 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.124 ;;;;;;;;;;;;;;;;;;;;;;;;;
1358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.897 ;; 	1.575 ;;;;;;;;;;;;;;;;;;;;;3026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.744 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.186 ;;;;;;;;;;;;;;;;;;;;;;;;;
1359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.863 ;; 	1.592 ;;;;;;;;;;;;;;;;;;;;;2796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.766 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.246 ;;;;;;;;;;;;;;;;;;;;;;;;;
1360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.846 ;; 	1.581 ;;;;;;;;;;;;;;;;;;;;;2880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.740 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.318 ;;;;;;;;;;;;;;;;;;;;;;;;;
1361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.846 ;; 	1.526 ;;;;;;;;;;;;;;;;;;;;;3195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.781 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.393 ;;;;;;;;;;;;;;;;;;;;;;;;;
1362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.863 ;; 	1.486 ;;;;;;;;;;;;;;;;;;;;;3241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.778 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.471 ;;;;;;;;;;;;;;;;;;;;;;;;;
1363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.863 ;; 	1.443 ;;;;;;;;;;;;;;;;;;;;;3072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.750 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 	1.510 ;;;;;;;;;;;;;;;;;;;;;;;;;
